,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
631,Arabica,young kim,Mexico,kassandra,,,016-2484-05,,1400 masl,mexico,Finca Kassandra,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,07.08,82.67
632,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0152,,1800 msnm,huila,,08.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,82.67
633,Arabica,racafe & cia s.c.a,Colombia,,,,3-037-2273,,,,,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,82.67
634,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,82.58
635,Arabica,"lin, che-hao krude 林哲豪",Taiwan,林園咖啡 lin yuan coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,林園咖啡 lin yuan coffee,Taiwan,taiwan coffee laboratory,1050,國姓鄉 guoshing township,林文弘 Lin Wen Hong,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,82.58
636,Arabica,gabriel barbara,Brazil,,GO-669-16,copag armazéns gerais ltda.,,volcafe ltda.,,south of minas,,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58
637,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,台中市新社區崑山里,1,台中市新社區崑山里,,宸嶧國際,200 m,changhua baguashan 彰化市八卦山,陳勝樂0912326001,7.25,7.25,7,07.08,7,7,10,10,10,10,82.58
638,Arabica,bourbon specialty coffees,Brazil,,43102245/P4615,dinamo armazens gerais ltda,002/4542/0190,bourbon specialty coffees,,campos altos - cerrado,,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,82.58
639,Arabica,andry simarmata,Indonesia,small holders farmer,,sarimakmur,015/0826/0516,pt. sari makmur tunggal mandiri,1200-1300m dpl,aceh,SMALL HOLDERS FARMER,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,82.58
640,Arabica,doi tung development project,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,82.58
641,Arabica,松澤宏樹 koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,82.58
642,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",lubanda amcos,,tembo coffee company ltd,C37,tembo coffee company ltd,1317,ikand village,Tembo Coffee Company Ltd,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,82.58
643,Arabica,kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,,kawacom,0,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,82.58
644,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0125,coricafe s.a.,1200-1400,central valley,VARIOS,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,82.58
645,Arabica,dane loraas,Mexico,,,,016-2022-0008,sustainable harvest,,veracruz,Huatusco,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,82.58
646,Arabica,brent hall,Guatemala,,,,2,s&d coffee and tea,,,,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,82.58
647,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0160,exportadora de cafe condor s.a,1750 msnm,huila,varios,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,82.58
648,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0004,exportadora de cafe condor s.a,1750 msnm,huila,varios,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,82.58
649,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0140,exportadora de cafe condor s.a,1750 msnm,huila,,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,82.58
650,Arabica,guillermo rojas saldana,Mexico,jamaica,,cuauhtemoc 321 col. trinidad de las huertas,1405818311,,1250,oaxaca,GUILLERMO ROJAS SALDAÑA,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,82.58
651,Arabica,organizaciones de productores de cafe colimense,Mexico,la timbuchera; el ocotito y la hortaliza,,beneficio cafetaleros del arrayanal,703815218; 703815215; 703815197,organizaciones de productores de cafe colimense sa de cv,1150,colima,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,82.58
652,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1435,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,82.58
653,Arabica,nucoffee,Brazil,fazenda chamusca,,,002/1251/0359,,900-1050m,south of minas,Mario Garcia Reis Neto,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,82.58
654,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5
655,Arabica,sanjava coffee,Indonesia,various,2,dry hull,,pt. shriya artha nusantara,1250,bali,vary,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,82.5
656,Arabica,elsy reyes,Honduras,las cuchillas,165,cigrah s.a de c.v.,13-111-097,cigrah,1400,comayagua,Nahun Maldonado,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5
657,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0146,beneficio ixchel,11/23/0146,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5
658,Arabica,doi tung development project,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5
659,Arabica,松澤宏樹 koju matsuzawa,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5
660,Arabica,shah plantations,"Tanzania, United Republic Of",shah plantation,,shah plantation,C26,shah plantations,1600,karatu arusha,Shah Plantations,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5
661,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",amkeni,,amkeni gourmet coffee group,C35,amkeni gourmet coffee group,,moshi,Amkeni Gourmet Coffee Group,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5
662,Arabica,lusso lab,Mexico,finca san el retiro,,,NONE,lusso coffee lab,1500-1700m,chiapas,Santiago & Rosaura Arguello Campos,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5
663,Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002 - 4177 - 0039,ipanema coffees,1260,south of minas,Ipanema Coffees,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5
664,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,11/23/0633,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5
665,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0162,exportadora de cafe condor s.a,1750 msnm,huila,,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5
666,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,,beneficio ixchel,11/426/2,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5
667,Arabica,saul m. hernandez ramirez,Mexico,la pagua,,el mavodo,1702773555,,1679,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5
668,Arabica,enrique mitre lopez,Mexico,caltuchoco,,"zapotitlan de mendez, puebla",1206966823,cafe de la sierra norte de puebla,1100,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5
669,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don manuel,,,PCO-031106-CF7,finca santa cruz,1650,la concordia,SUSANA LETICIA LOPEZ AGUILAR,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5
670,Arabica,juan luis alvarado romero,Guatemala,various,,,11/08/88-11/08/67,"waelti schoenfeld exportadores de cafe, s.a.",,oriente,VARIOUS,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5
671,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5
672,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0582,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5
673,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2135402,cqi,,kona,,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5
674,Arabica,adam kline,Guatemala,,,,11/0052/0538,,1600,huehuetenango,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5
675,Arabica,brian beck,Honduras,carrillo cooperativa,Zona: los imposibles,cohorsil,,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42
676,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42
677,Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0366,beneficio ixchel,11/23/0366,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42
678,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0400,beneficio ixchel,11/23/0400,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42
679,Arabica,juan luis alvarado romero,Guatemala,providencia,11/43367/12,beneficio 2000,11/43367/12,asociación nacional del café - anacafe -,,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",7.5,7.42,07.08,7.75,7.67,7.5,10,10,10,7.5,82.42
680,Arabica,racafe & cia s.c.a,Colombia,,3-37-4434,bachue,3-37-4434,racafe & cia s.c.a,1600,guayata,,05.08,7.75,7.83,7.75,7.83,08.08,10,10,10,08.08,82.42
681,Arabica,yunnan coffee exchange,China,menglian gao sanlin coffee factory,YNC-16047,menglian gao sanlin coffee factory,,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42
682,Arabica,bourbon specialty coffees,Brazil,,43102245 - P4615,dinamo armazens gerais ltda,002/4542/0190,bourbon specialty coffees,,campos altos - cerrado,,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42
683,Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",nguruma,,,GOP,tawoca,2285,arusha meru,GLADNESS OBED PALLANGYO,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42
684,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42
685,Arabica,the coffee source inc.,Guatemala,several,,ixchel,11-023-0024,the coffee source inc.,1400 mts,atitlan,UNEX,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42
686,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,,la yerba,703805790,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42
687,Arabica,nucoffee,Brazil,fazenda serra negra,,,002/1251/0228,nucoffee,1000m,south of minas,Betina Vilela Reis,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42
688,Arabica,dane loraas,Peru,,,,030-0595-0128,sustainable harvest,huanuco,peru,,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42
689,Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42
690,Arabica,manuel herrera juarez,Mexico,finca los barreales,,finca los barreales,0,,1170,veracruz,MANUEL HERRERA JUAREZ,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42
691,Arabica,brent hall,Honduras,,,,3,s&d coffee and tea,,,,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42
692,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2044,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42
693,Arabica,nestor mendez gomez,Mexico,cipresal,,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1560,chiapas,EMPERATRIZ GARCIA MUÑOZ,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42
694,Arabica,jesus salazar velasco,Mexico,pante san pedro,,"san pedro cotzilnam, municipio de aldama, chiapas",0,carajillo café sa de cv,1400,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42
695,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",,"cafetal el equimite, rancho agroecológico",0,,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42
696,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,,"los barreales, teocelo, veracruz",0,finca los barreales,1170,xalapa,MANUEL HERRERA JUAREZ,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42
697,Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,,corral del diablo lote 1,3252,,1300,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42
698,Arabica,jose daniel cobilt castro,Mexico,cañada fria,,huatusco,1104558673,,1350,veracruz,JOSE DANIEL COBILT CASTRO,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42
699,Arabica,alvaro quiros perez,Mexico,finca nextlalpa,,xicotepec de juarez,"120706171, 1207106169",,1150,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42
700,Arabica,olivia hernandez virves,Mexico,santa rosa,,,125464,,1250,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42
701,Arabica,finca las nieves,Mexico,fln mirador,,finca las nieves,1,finca las nieves,1450,fln mirador,ROBIN CLEAVER,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42
702,Arabica,carcafe ltda ci,Colombia,,,,3-59-0782,carcafe ltda,442 msnm,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42
703,Arabica,nucoffee,Brazil,santa mariana,,,002/1251/185,nucoffee,,south of minas,Glycia Maria,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42
704,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0066,exportadora de cafe condor s.a,1750,huila,,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42
705,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0262,,1750 m.s.n.m,huila,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42
706,Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,13-111-022,cigrah s.a de c.v,1396,comayagua,Reinerio Zepeda,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33
707,Arabica,pedro santos e silva,Brazil,fazenda são pedro,0063/17,alfenas,,olam,982,cerrado,Tulio Taft Bovaretto,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33
708,Arabica,gabriel barbara,Brazil,,2016/0001,copag,02 / 143-0 / 0044,volcafe ltda.,,cerrado,,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33
709,Arabica,ipanema coffees,Brazil,capoeirinha,008/16B,dry mill,002/1660/0106,ipanema coffees,934,south of minas,Ipanema Agricola,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33
710,Arabica,"ceca, s.a.",Costa Rica,gamboa,8270,beneficio montañas del diamante,5-025-0294,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33
711,Arabica,rodrigo soto,Costa Rica,rio jorco,Tarrazu,rio jorco,5/423/0127,panamerican coffee trading,1550,tarrazu,Johanna,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33
712,Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,YNC-16053,yun lan coffee co. ltd mill,,yunnan coffee exchange,1580,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33
713,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0107,ipanema coffees,1268,south of minas,Ipanema Agrícola SA,8.25,7.83,7.25,8.33,8.17,08.08,10,6.67,10,7.75,82.33
714,Arabica,bourbon specialty coffees,Brazil,,,,002/4542/0478,bourbon specialty coffees,,chapadão de ferro (cerrado mineiro),,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33
715,Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,,beneficio exportacafe agua santa,11-52-349,exportcafe,5500 metros,huehuetenango,AMANCIO DEL VALLE CARRILLO,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33
716,Arabica,afca,Malawi,utchisi mountain,,mzuzu coffee coop union,C22,mzuzu coffee planters coop union,1450 m,mzuzu,Mzuzu Coffee Planters Coop Union,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33
717,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,7.75,08.08,7.67,08.08,08.08,8,10,10,6.67,8,82.33
718,Arabica,juan luis alvarado romero,Guatemala,el morito,,el morito,11/972/28,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33
719,Arabica,dane loraas,Mexico,,,,016-2022-0010,sustainable harvest,,veracruz,Huatusco,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33
720,Arabica,the coffee source inc.,Colombia,several,,antioquia,3-037-996,the coffee source inc.,1300,antioquia,SEVERAL,7.42,7.33,7.5,7.17,07.08,8.33,10,10,10,7.5,82.33
721,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo cun nong yuan 國村農園,,guo cun nong yuan 國村農園,,blossom valley宸嶧國際,200 m,changhua baguashan 彰化市八卦山,Zhang shui sheng 張水勝,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33
722,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yu jin gui 玉金櫃咖啡,,yu jin gui 玉金櫃咖啡,,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Lin yu ding 林玉定,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33
723,Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11/23/1015,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33
724,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,68-0220,exportadora de cafe condor s.a,1750 msnm,huila,,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33
725,Arabica,alfredo bojalil,Mexico,santa teresa,,amsa tuxtla,2222,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33
726,Arabica,michael gavina,Costa Rica,,,,,"f. gaviña & sons, inc.",,central valley,,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33
727,Arabica,juan luis alvarado romero,Guatemala,finca el morito,,beneficio el morito,11/9768/02,finca el morito,5500-6000 psnm,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33
728,Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,,en tlalnepantla,1702806437,,441,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33
729,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,,finca los barreales,0,finca los barreales,1170,veracruz,MANUEL HERRERA JUAREZ,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33
730,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33
731,Arabica,nucoffee,Brazil,sitío santa luzia,,,002/1251/0243,nucoffee,1100m,grama valley,José Malagutti,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33
732,Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,,cafetal santa maria,1405830166,eczcafe fino s.a. de c.v.,1200 a 1400,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,8,7.75,7.33,7.33,07.08,7.67,9.33,10,10,7.83,82.33
733,Arabica,nucoffee,Brazil,café citrus,,,002/1251/0247,nucoffee,950m,south of minas,José Alberto dos Santos,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33
734,Arabica,carcafe ltda ci,Colombia,,,,3-59-0787,carcafe ltda,442 msnm,huila,JAIME PULIDO / ERMILSON RAMOS,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33
735,Arabica,klem organics,Brazil,fazendas klem ltda,KLEM-C04,dry mill,002/1566/0003,klem organics coffee,1100,brazil matas de minas,NAGIPE VIANA KLEM,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25
736,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,眉泉莊園        ,1,台中市新社區新社里中和街4段88號        ,,宸嶧國際,,,林玲美0918232039        ,7,07.08,7,7.17,7,7,10,10,10,10,82.25
737,Arabica,juan luis alvarado romero,Guatemala,linda vista,11/973/158,beneficio humedo,11/973/158,mercon guatemala s.a.,1450,nuevo oriente,PABLO CHUY,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25
738,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,7.42,7.67,7.5,07.08,7.5,7.42,10,10,10,7.67,82.25
739,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,,tuxpal,391,consejo salvadoreño del café,1500,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25
740,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25
741,Arabica,afca,Malawi,kachere,,mzuzu coffee coop union,C20,mzuzu coffee planters coop union,1180m,mzuzu,Mzuzu Coffee Coop Union,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25
742,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25
743,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,,guo xin ka fei 國昕咖啡,,blossom valley宸嶧國際,650 m,nantou,Lin yu tang 林玉堂,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25
744,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,,"cosautlan de carvajal, veracruz, méxico",1104387103,,1338,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25
745,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,KF3150140,kona pacific farmers cooperative,,kona,,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25
746,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,,comitla,842046,,533,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25
747,Arabica,juan luis alvarado romero,Guatemala,finca medina,,finca medina,11-11711-19,"siembras vision, s.a. / ing. jorge bolaños",4563,antigua,"SIEMBRAS VISION, S.A.",7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25
748,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,,finca los barreales,0,finca los barreales,1170,veracruz,MANUEL HERRERA JUAREZ,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25
749,Arabica,guillermo rojas saldana,Mexico,jamaica,,"finca jamaica, san gabriel mixtepec, juquila, oaxaca",1405818311,,1250,juquila,GUILLERMO ROJAS SALDAÑA,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25
750,Arabica,adam kline,El Salvador,,,,009/0060/45L2,atlantic specialty coffee,,,,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25
